TextID,URL,Label,totalWordsCount,semanticobjscore,semanticsubjscore,CC,CD,DT,EX,FW,INs,JJ,JJR,JJS,LS,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,SYM,TOs,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB,baseform,Quotes,questionmarks,exclamationmarks,fullstops,commas,semicolon,colon,ellipsis,pronouns1st,pronouns2nd,pronouns3rd,compsupadjadv,past,imperative,present3rd,present1st2nd,sentence1st,sentencelast,txtcomplexity,site
Text0623,http://msn.foxsports.com/nfl/story/Baltimore-Ravens-Ray-Lewis-improbable-comeback-Denver-Broncos-Peyton-Manning-011213,0,2042,114,33,36,241,5,27,198,113,5,9,0,23,384,3,0,111,4,13,77,20,115,1,2,12,0,40,0,18,151,30,29,19,20,7,14,0,7,0,64,0,8,3,92,119,2,9,0,18,9,41,17,151,18,20,19,1,1,23,msn.foxsports.com
Text0624,http://www.dailystar.co.uk/football/view/299488/Paolo-Di-Canio-quits-Swindon/,0,185,9,1,3,20,2,7,25,9,0,0,0,0,49,2,0,5,1,0,2,4,5,0,0,0,0,4,0,0,5,2,17,6,4,0,0,0,0,0,4,0,0,0,7,1,0,1,0,0,0,2,0,5,0,4,6,1,1,37,www.dailystar.co.uk
Text0625,http://msn.foxsports.com/mlb/story/alex-rodriguez-arod-could-miss-whole-season-new-york-yankees-gm-brian-cashman-says-012513,0,310,12,2,24,29,2,3,30,20,0,1,0,4,84,1,0,14,0,0,6,3,3,0,0,2,5,6,0,2,17,3,3,2,8,1,0,0,0,0,8,7,0,0,21,10,0,1,0,0,1,7,1,17,2,8,2,1,1,13,msn.foxsports.com
Text0626,http://www.football365.com/news/21554/8446613/Ferdinand-In-Bursaspor-Talks,0,112,6,1,2,13,0,4,17,7,0,0,0,0,34,0,0,2,0,0,4,0,3,1,0,0,0,3,0,0,2,1,4,0,8,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,1,2,0,8,0,1,1,18,www.football365.com
Text0627,http://msn.foxsports.com/nfl/story/harbaugh-parents-could-become-super-bowl-tv-stars-san-francisco-49ers-baltimore-ravens-012713,0,731,52,18,6,65,1,7,59,52,1,2,0,18,156,0,0,58,0,0,29,13,37,0,0,2,5,22,0,7,26,16,6,14,16,3,5,0,11,0,23,12,2,0,39,29,1,1,0,0,0,27,3,26,7,16,14,1,1,17,msn.foxsports.com
Text0628,http://msn.foxsports.com/wcbk/story/No-18-South-Carolina-43-Arkansas-40-01892916,0,141,8,0,18,9,0,6,13,7,1,1,0,0,27,0,0,12,0,0,1,1,5,0,0,0,0,3,0,0,7,2,3,0,5,1,0,0,0,0,5,0,0,0,7,6,0,1,0,0,0,1,2,7,0,5,0,1,1,15,msn.foxsports.com
Text0629,http://msn.foxsports.com/golf/story/tiger-woods-lindsey-vonn-dating-romantic-relationship-rumors-012413,0,304,10,6,10,29,0,3,41,22,0,1,0,0,66,6,0,17,0,0,8,5,11,2,1,0,1,7,0,1,20,10,9,2,2,0,1,0,2,0,9,1,0,0,12,13,0,0,0,1,0,12,4,20,1,2,2,1,1,21,msn.foxsports.com
Text0630,http://msn.foxsports.com/fantasy/baseball/story/early-fantasy-baseball-second-base-rankings-2013-011513,0,2182,133,32,127,191,2,42,250,167,8,4,0,39,439,5,0,145,1,11,50,35,85,3,0,8,0,45,0,6,55,44,23,28,52,6,6,1,5,0,52,0,3,1,127,114,1,0,0,1,14,56,15,55,6,52,28,1,1,16,msn.foxsports.com
Text0631,http://msn.foxsports.com/wnba/story/LynxFever-Preview-22423424,0,745,40,17,15,56,1,11,79,41,1,1,0,5,158,8,0,36,0,0,44,13,25,2,0,7,11,15,0,5,64,17,13,14,12,7,7,0,1,0,26,18,0,0,47,26,0,0,0,9,3,38,4,64,5,12,14,1,1,14,msn.foxsports.com
Text0632,http://www.foxsportssouth.com/01/23/13/Top-10-teams-never-to-win-a-Super-Bowl/landing_falcons.html?blockID=853559&feedID=3796,0,1961,134,60,181,191,0,32,181,168,12,11,1,8,403,4,0,158,0,0,6,12,55,2,2,6,1,34,1,12,42,37,27,24,18,6,4,0,4,0,62,1,6,0,58,86,3,38,0,2,1,5,27,42,12,18,24,1,1,23,www.foxsportssouth.com
Text0633,http://www.nba.com/2013/news/02/21/knicks-thunder-trade.ap/index.html?ls=iref:nbahpts,0,481,17,9,17,39,1,13,45,35,0,1,0,8,108,4,0,28,0,0,13,5,24,1,0,2,2,9,0,1,26,11,12,7,13,1,6,1,2,0,16,5,0,0,26,16,0,0,0,5,0,11,2,26,1,13,7,1,1,17,www.nba.com
Text0634,http://msn.foxsports.com/tennis/story/australian-open-mixed-double-jarmila-gajdosova-matthew-ebden-win-012713,0,101,8,1,3,9,0,6,8,11,0,0,0,0,35,1,0,5,0,0,2,0,2,0,0,0,0,1,0,1,5,0,1,1,1,0,0,0,0,0,7,2,0,0,5,1,0,0,0,0,1,1,0,5,1,1,1,1,1,14,msn.foxsports.com
Text0635,http://www.foxsportsflorida.com/01/23/13/Obama-to-congratulate-Heat-during-DC-tri/msn_landing.html?amp%3BfeedID=3722&blockID=853597,0,732,40,12,16,68,1,5,66,42,6,3,0,4,197,7,0,29,0,0,33,7,39,0,0,2,11,15,0,8,43,16,9,12,16,2,3,0,5,0,19,17,0,0,50,23,0,0,0,7,1,18,9,43,8,16,12,1,1,14,www.foxsportsflorida.com
Text0636,http://msn.foxsports.com/olympics/cycling/story/sport-could-be-dropped-if-lance-armstrong-admission-leads-to-further-scandal-011513,0,298,13,3,1,28,1,0,44,10,0,0,0,5,90,7,0,22,0,0,5,8,5,0,0,1,0,6,0,0,14,11,9,2,4,1,0,0,0,0,5,4,0,0,14,11,0,0,0,1,0,10,0,14,0,4,2,1,1,18,msn.foxsports.com
Text0637,http://www.foxsportswest.com/11/25/12/Notre-Dame-completes-dream-season/msn_landing.html?blockID=825597&feedID=7972,0,965,65,16,8,92,1,16,103,79,1,1,0,7,239,2,0,32,0,0,35,11,50,2,0,10,9,21,0,2,37,20,17,16,15,10,2,0,12,0,32,13,3,0,40,43,0,1,0,6,2,15,4,37,2,15,16,1,1,17,www.foxsportswest.com
Text0638,http://www.dailystar.co.uk/motorsports/view/296520/Paul-di-Resta-out-to-use-the-Force/,0,258,25,3,4,26,1,6,17,22,2,2,0,5,53,2,0,7,0,4,15,2,10,2,0,4,0,9,0,2,7,4,1,9,10,1,1,0,3,0,2,0,0,0,14,6,0,1,0,9,0,4,6,7,2,10,9,1,1,21,www.dailystar.co.uk
Text0639,http://www.wnba.com/news/cares_week_050812.html,0,1019,38,22,16,93,0,18,115,73,3,0,0,33,283,2,0,106,0,7,0,13,11,0,0,6,0,21,0,10,2,20,11,4,15,2,2,0,1,0,55,0,0,0,41,34,0,12,0,0,0,5,3,2,10,15,4,1,1,23,www.wnba.com
Text0640,http://msn.foxsports.com/collegebasketball/story/villanova-wildcats-upset-syracuse-orange-in-overtime-second-win-over-top-five-team-in-week-012613,1,846,54,7,59,92,0,6,85,57,1,1,0,5,197,7,0,50,1,0,16,10,31,0,0,6,8,21,0,1,59,15,8,17,9,3,3,0,0,0,23,11,1,1,60,28,0,2,0,5,1,13,2,59,1,9,17,1,1,12,msn.foxsports.com
Text0641,http://auto-racing.speedtv.com/article/grand-am-ganassi-wins-fifth-rolex-24/,0,854,44,16,30,86,0,19,83,67,4,0,0,1,235,1,0,57,0,0,9,9,27,0,1,2,7,21,0,1,36,22,13,8,5,4,1,0,0,0,30,9,0,0,43,49,0,2,0,2,1,5,5,36,1,5,8,1,1,18,auto-racing.speedtv.com
Text0642,http://uk.eurosport.yahoo.com/news/alpine-skiing-svindal-wins-super-g-title-first-115300589.html,0,211,9,2,16,19,0,2,27,18,1,0,0,1,57,0,0,14,0,0,5,3,7,0,0,0,0,3,0,1,14,2,1,0,1,0,4,0,0,0,1,4,0,0,9,11,0,0,0,0,0,6,1,14,1,1,0,1,1,19,uk.eurosport.yahoo.com
Text0643,http://msn.foxsports.com/foxsoccer/seriea/story/juventus-1-1-genoa-serie-a-match-report-012613-,0,509,27,2,10,62,3,8,63,33,0,0,0,5,132,1,0,16,0,0,10,9,21,2,0,3,0,14,0,2,40,10,7,3,1,2,2,0,5,0,14,0,0,0,17,18,0,0,0,0,0,17,2,40,2,1,3,0,1,26,msn.foxsports.com
Text0644,http://msn.foxsports.com/foxsoccer/england/story/harry-redknapp-qpr-manager-disgusted-by-ball-boy-chelsea-v-swansea-012513,0,222,11,2,3,17,0,0,17,10,0,0,0,1,73,1,0,12,0,0,8,3,6,0,1,1,3,6,0,2,18,7,4,0,3,0,1,0,1,0,10,10,0,0,18,5,0,3,0,0,0,6,1,18,2,3,0,1,1,11,msn.foxsports.com
Text0645,http://www.bbc.co.uk/sport/0/formula1/21504790,0,734,35,14,84,58,0,18,66,49,1,11,0,3,183,1,0,36,0,0,6,10,20,1,0,3,2,14,0,0,33,10,9,7,7,4,2,0,1,0,15,7,0,0,35,29,0,14,0,0,0,14,13,33,0,7,7,1,1,19,www.bbc.co.uk
Text0646,http://msn.foxsports.com/mlb/story/walter-johnson-family-puts-memorabilia-items-up-for-auction-021913,0,622,31,11,19,58,3,9,70,35,3,0,0,2,149,1,0,37,1,0,24,13,30,0,1,2,7,15,0,2,26,15,11,11,10,3,2,0,2,0,20,12,0,0,33,26,0,0,0,1,0,20,4,26,2,10,11,1,1,17,msn.foxsports.com
Text0647,http://www.foxsportsdetroit.com/01/28/13/Robinson-Wolverines-jump-to-No-1/msn_landing.html?blockID=855709&feedID=3701,0,501,27,6,36,47,0,10,62,41,1,0,0,4,105,5,0,37,0,0,6,7,17,0,0,4,3,8,0,0,18,7,8,4,10,1,2,0,1,0,16,4,0,0,33,29,0,0,0,3,0,7,1,18,0,10,4,0,1,11,www.foxsportsdetroit.com
Text0648,http://www.nba.com/2013/news/02/21/jazz-trade-deadline.ap/index.html?ls=iref:nbahpts,0,615,26,9,37,61,0,0,54,39,1,0,0,6,167,4,0,35,0,0,15,7,26,3,1,1,5,8,0,3,24,16,12,3,21,1,2,0,2,0,18,12,1,0,38,20,0,0,0,2,0,15,5,24,3,21,3,1,1,14,www.nba.com
Text0649,http://uk.eurosport.yahoo.com/news/formula-1-mercedes-much-improved-says-rosberg-171144763.html,0,114,5,0,7,7,0,3,16,3,1,0,0,0,41,2,0,8,0,0,1,0,4,0,0,1,0,2,0,0,8,2,3,1,2,0,0,0,0,0,1,5,0,0,11,0,0,0,0,0,0,1,1,8,0,2,1,1,1,8,uk.eurosport.yahoo.com
Text0650,http://msn.foxsports.com/foxsoccer/premierleague/story/paper-chase-jan-27-david-beckham-wants-steven-gerrard-to-move-to-the-mls-012713,0,749,35,4,15,49,0,30,55,56,1,3,0,10,249,4,0,35,0,0,8,12,9,0,0,5,0,42,0,4,3,15,19,22,30,0,1,0,1,0,6,0,0,0,50,8,0,2,0,0,2,18,4,3,4,30,22,1,1,14,msn.foxsports.com
Text0651,http://msn.foxsports.com/nascar/story/clint-bowyer-nascar-driver-debuts-at-rolex-24-herb-branham-michael-waltrip-racing-012613,0,428,19,11,5,36,4,8,37,25,0,2,0,4,97,0,0,13,0,1,20,9,32,0,0,3,0,14,0,4,18,11,6,6,11,0,2,0,1,0,17,0,0,0,26,19,0,0,0,4,7,14,2,18,4,11,6,1,1,19,msn.foxsports.com
Text0652,http://msn.foxsports.com/nfl/story/roger-goodell-robert-griffin-iii-rg3-redskins-injury-011213,0,686,35,21,15,63,0,3,83,47,2,2,0,3,171,2,0,43,0,0,21,10,21,0,0,1,5,19,0,2,42,10,19,15,15,1,7,0,4,0,15,12,0,0,37,24,0,1,0,6,0,20,4,42,2,15,15,0,1,17,msn.foxsports.com
Text0653,http://uk.eurosport.yahoo.com/news/cycling-french-anti-doping-agency-snub-paris-nice-174240131.html,0,128,6,1,4,17,0,2,17,8,0,0,0,1,40,2,0,8,0,0,0,1,3,0,0,1,0,2,0,0,6,5,4,1,1,1,0,0,0,0,1,1,0,0,9,1,0,0,0,0,0,1,0,6,0,1,1,0,1,11,uk.eurosport.yahoo.com
Text0654,http://msn.foxsports.com/foxsoccer/laliga/story/falcao-favors-staying-at-atletico-madrid-020913,0,183,5,4,7,10,0,4,21,16,0,0,0,0,49,0,0,9,0,0,6,6,9,0,1,0,0,6,0,0,3,3,7,4,6,0,0,0,0,0,5,5,0,0,10,5,0,0,0,0,0,9,1,3,0,6,4,1,1,15,msn.foxsports.com
Text0655,http://msn.foxsports.com/wcbk/story/No-10-Maryland-80-Clemson-40-47756517,0,168,7,1,19,8,0,2,16,10,0,0,0,0,37,4,0,19,0,0,1,5,4,0,0,0,0,3,0,2,12,4,2,0,1,1,0,0,0,0,6,0,0,0,8,9,0,0,0,0,0,4,0,12,2,1,0,1,1,15,msn.foxsports.com
Text0656,http://msn.foxsports.com/wcbk/story/Lady-Vols-continue-to-thrive-in-postSummitt-era-45121610,0,991,58,9,40,92,0,7,104,71,3,2,0,6,208,4,0,70,0,0,41,11,41,0,0,4,15,25,0,4,45,20,17,25,32,5,8,0,3,0,27,17,0,0,71,31,0,0,0,24,1,21,5,45,4,32,25,1,1,13,msn.foxsports.com
Text0657,http://msn.foxsports.com/foxsoccer/mls/story/new-york-red-bulls-remove-interim-tag-off-coach-mike-petke-012413,0,641,33,9,11,63,1,12,67,37,1,2,0,4,139,5,0,32,0,0,29,6,36,2,0,1,9,17,0,1,46,11,16,3,19,2,4,0,2,0,19,14,0,0,49,26,0,0,0,10,0,20,5,46,1,19,3,1,1,12,msn.foxsports.com
Text0658,http://msn.foxsports.com/wcbk/story/No-14-Georgia-69-Florida-52-23338505,0,153,7,0,24,13,0,4,13,8,0,0,0,0,36,2,0,11,0,0,0,1,3,0,0,0,0,2,0,0,11,1,1,0,2,1,0,0,0,0,5,0,0,0,8,5,0,0,0,0,0,1,0,11,0,2,0,1,1,13,msn.foxsports.com
Text0659,http://msn.foxsports.com/boxing/story/bernard-hopkins-tavoris-cloud-ibf-light-heavyweight-title-barclays-center-011513,0,376,25,7,13,39,0,2,38,34,4,4,0,10,77,5,0,21,0,0,8,6,7,0,0,1,0,8,0,0,9,3,6,7,11,2,4,0,4,0,4,0,0,0,19,17,0,0,0,1,2,8,8,9,0,11,7,0,1,31,msn.foxsports.com
Text0660,http://msn.foxsports.com/nfl/story/baltimore-ravens-band-together-to-beat-new-england-patriots-reach-super-bowl-012013,0,1215,74,35,26,121,3,7,130,103,1,1,0,7,251,5,0,74,1,12,58,11,49,1,0,4,1,28,0,4,74,19,23,19,28,8,7,1,4,0,19,1,0,3,72,35,0,0,0,28,9,21,3,74,4,28,19,1,1,21,msn.foxsports.com
Text0661,"http://www.skysports.com/story/0,19528,12110_6704311,00.html",0,529,32,7,23,59,0,0,66,59,0,0,0,2,120,1,0,20,0,0,10,5,27,0,0,5,0,10,0,4,24,18,6,2,7,1,2,1,1,0,15,0,1,0,20,26,1,0,0,1,0,10,0,24,4,7,2,1,1,23,www.skysports.com
Text0662,http://msn.foxsports.com/fantasy/baseball/story/early-fantasy-baseball-catchers-rankings-2013-buster-posey-011513,1,2380,135,33,174,202,3,49,296,165,16,9,0,34,468,8,0,170,1,12,50,40,80,4,2,11,0,22,0,16,50,34,27,21,67,2,5,0,11,0,66,1,4,0,140,135,0,7,0,4,9,63,31,50,16,67,21,1,1,16,msn.foxsports.com
Text0663,http://msn.foxsports.com/fantasy/football/story/experts-pro-pick-em-090711,1,331,22,6,1,31,0,2,36,31,0,1,0,8,85,2,0,10,2,3,11,7,14,1,0,1,0,11,0,3,6,5,10,5,12,2,1,0,1,0,1,1,0,11,9,0,1,0,3,0,12,2,6,3,12,5,1,1,1,9,msn.foxsports.com
Text0664,http://msn.foxsports.com/mlb/story/felix-hernandez-seattle-mariners-discuss-extension-100-million-minimum-likely-012113,1,1885,90,20,83,189,1,23,195,147,8,9,0,43,369,9,0,135,3,15,28,21,92,6,0,8,0,38,0,16,38,34,22,28,33,8,10,0,9,0,61,0,3,0,91,93,3,1,0,3,2,35,23,38,16,33,28,1,1,20,msn.foxsports.com
Text0665,http://msn.foxsports.com/mlb/story/washington-nationals-michael-morse-on-trade-block-but-opposed-to-being-DH-010813,1,651,34,8,16,62,1,8,61,51,4,3,0,16,135,3,0,55,0,8,8,10,32,2,0,1,0,13,0,8,4,12,9,14,20,2,4,0,1,0,17,0,2,0,34,33,1,1,0,0,0,12,9,4,8,20,14,1,1,17,msn.foxsports.com
Text0666,http://msn.foxsports.com/nascar/story/New-2013-car-brings-array-of-new-challenges-for-Sprint-Cup-teams-120412,1,452,17,13,10,50,3,4,40,36,5,1,0,4,80,0,0,30,0,0,22,1,31,0,0,4,0,11,0,3,15,14,7,18,11,6,1,0,2,0,16,0,0,0,24,18,0,0,0,4,3,9,6,15,3,11,18,1,1,17,msn.foxsports.com
Text0667,http://msn.foxsports.com/nba/story/brooklyn-nets-beat-new-york-knicks-88-85-pj-carlesimo-gives-big-apple-rivalry-after-all-012113,0,1210,64,23,28,120,0,12,125,74,2,3,0,14,221,6,0,74,2,12,40,19,62,3,1,10,0,19,0,7,47,28,26,26,27,5,5,0,8,0,47,0,3,0,50,69,0,0,0,17,4,22,9,47,7,27,26,1,1,31,msn.foxsports.com
Text0668,http://msn.foxsports.com/nba/story/jason-whitlock-lebron-james-fire-billy-hunter-nbpa-executive-director-get-paid-fair-value-40-million-fix-basketball-012213,1,2171,141,48,49,231,5,41,212,159,8,9,0,35,520,4,0,121,1,18,35,26,73,1,1,9,0,48,0,17,32,33,40,37,61,7,19,0,4,0,86,0,3,0,105,102,0,3,0,7,4,31,19,32,17,61,37,1,1,19,msn.foxsports.com
Text0669,http://msn.foxsports.com/nba/story/kobe-bryant-ego-hampers-dwight-hoard-los-angeles-lakers-downfall-121812,1,1136,51,19,17,113,0,18,100,60,1,5,0,21,259,8,0,52,0,14,43,18,53,1,0,2,0,36,1,20,10,33,12,21,64,4,1,0,4,0,44,0,2,0,84,38,0,6,0,4,5,40,7,10,20,64,21,1,1,13,msn.foxsports.com
Text0670,http://msn.foxsports.com/nba/story/phil-jackson-brooklyn-nets-avery-johnson-los-angeles-clippers-123012,1,1715,99,34,21,187,8,15,174,127,7,8,0,42,379,14,0,93,1,10,45,23,81,1,1,10,2,47,0,21,11,25,15,29,63,7,9,1,6,0,59,0,2,0,59,67,0,6,0,0,2,42,17,11,21,63,29,1,1,27,msn.foxsports.com
Text0671,http://msn.foxsports.com/nfl/story/Junior-Seau-Dave-Duerson-death-suggests-football-toll-on-health-may-be-worse-than-we-thought-050312,1,1335,64,38,12,100,9,8,140,90,2,2,0,19,206,7,0,76,0,3,80,21,90,2,1,5,2,28,0,6,49,33,30,41,53,8,20,0,13,0,58,3,5,0,75,54,3,0,0,23,4,41,7,49,6,53,41,1,1,16,msn.foxsports.com
Text0672,http://msn.foxsports.com/nfl/story/New-Orleans-Saints-Sean-Payton-Roger-Goodell-reinstatement-wont-be-that-easy-012313,1,1066,84,24,9,94,3,11,108,83,4,2,0,14,220,7,0,66,1,8,34,11,51,2,2,2,0,26,0,10,42,32,24,11,33,6,4,0,11,0,29,0,0,1,52,21,0,0,0,7,3,26,10,42,10,33,11,1,1,26,msn.foxsports.com
Text0673,http://msn.foxsports.com/nfl/story/andy-reid-jason-garrett-norv-turner-rex-ryan-romeo-crennel-coaches-hotseat-who-should-be-fired-103012,1,1675,107,47,58,146,1,52,150,112,9,3,0,27,344,10,0,115,0,7,50,18,83,4,4,11,2,37,0,21,37,34,26,51,58,2,8,1,7,0,58,0,4,0,128,56,2,3,0,5,10,33,20,37,21,58,51,1,1,12,msn.foxsports.com
Text0674,http://msn.foxsports.com/nfl/story/baltimore-ravens-ed-reed-fine-suspension-do-not-add-up-112012,1,552,36,14,21,49,2,11,58,30,4,1,0,5,133,3,0,20,0,5,27,5,18,0,0,3,0,10,0,11,16,11,13,11,23,1,2,0,4,0,9,0,3,0,37,16,0,1,0,1,9,11,5,16,11,23,11,1,1,13,msn.foxsports.com
Text0675,http://msn.foxsports.com/nfl/story/harbaugh-brothers-followed-great-role-model-to-top-of-their-profession-012413,1,1228,60,27,11,82,1,15,117,54,3,4,0,12,176,5,0,60,0,0,108,29,65,3,1,5,0,29,0,9,77,39,16,41,29,4,21,0,18,0,51,0,5,0,60,59,0,0,0,27,11,76,11,77,9,29,41,1,1,23,msn.foxsports.com
Text0676,http://msn.foxsports.com/nfl/story/jason-whitlock-nfl-atlanta-falcons-matt-ryan-110612,1,1577,97,51,38,131,5,35,141,128,5,8,0,26,363,8,0,96,1,15,49,29,72,1,1,5,0,37,0,19,34,31,21,31,71,0,6,0,3,0,52,0,3,2,130,35,0,3,0,5,2,46,15,34,19,71,31,1,1,11,msn.foxsports.com
Text0677,http://msn.foxsports.com/nfl/story/jim-harbaugh-wills-san-francisco-49ers-to-super-bowl-berth-012013,1,1099,69,29,13,111,1,11,111,65,4,2,0,12,196,5,0,44,2,3,62,16,78,0,0,6,0,31,0,11,48,20,15,17,41,4,12,0,7,0,37,1,1,0,63,55,0,1,0,9,5,48,6,48,11,41,17,1,1,20,msn.foxsports.com
Text0678,http://msn.foxsports.com/nfl/story/junior-seau-cte-chronic-traumatic-encephalopathy-brain-disease-will-not-bring-action-011013,1,942,48,38,12,80,2,3,119,60,4,2,0,5,169,12,0,38,0,2,51,16,55,1,0,3,0,22,0,11,36,24,20,24,36,1,9,0,16,0,28,0,6,0,46,42,1,0,0,19,3,27,7,36,11,36,24,1,1,17,msn.foxsports.com
Text0679,http://msn.foxsports.com/nfl/story/new-york-jets-rex-ryan-mark-sanchez-santonio-holmes-an-embarrassment-100812,1,931,61,35,9,108,0,10,93,75,5,5,0,8,234,2,0,52,1,12,23,17,33,2,1,1,0,19,0,14,26,18,13,18,18,0,1,0,1,0,19,0,4,1,42,46,0,5,0,2,1,30,13,26,14,18,18,1,1,18,msn.foxsports.com
Text0680,http://msn.foxsports.com/nfl/story/new-york-jets-speaking-truth-about-tim-tebow-jason-whitlock-111412,1,253,7,5,5,25,0,6,24,20,0,1,0,4,64,0,0,17,0,1,3,5,6,0,0,0,0,7,0,6,5,11,5,3,4,0,1,0,2,0,10,0,1,0,15,10,0,1,0,1,2,3,1,5,6,4,3,1,1,14,msn.foxsports.com
Text0681,http://www.foxsportssouthwest.com/12/23/12/Cowboys-must-win-to-show-progress-is-rea/landing_cowboys.html?blockID=839429&feedID=3799,1,867,55,20,5,101,1,10,88,48,2,1,0,5,151,3,0,59,0,0,38,10,46,3,0,5,5,22,0,8,40,26,16,21,36,4,12,0,8,0,29,9,2,0,49,37,0,6,0,4,1,36,6,40,8,36,21,1,1,16,www.foxsportssouthwest.com
Text0682,http://www.foxsportswest.com/11/09/12/Phil-Jackson-is-the-solution-to-Lakers-p/msn_landing.html?blockID=817321&feedID=7972,1,920,49,24,20,103,2,12,93,73,2,3,0,18,182,6,0,40,1,0,32,15,40,0,1,4,3,20,1,6,39,12,19,16,19,7,9,1,10,0,24,6,0,0,40,42,0,0,0,0,3,31,6,39,6,19,16,1,1,21,www.foxsportswest.com
Text0683,http://www.foxsportswest.com/11/15/12/Clippers-not-Lakers-are-LAs-top-team/msn_landing.html?blockID=820345&feedID=7972,1,997,56,17,13,101,1,15,111,53,2,1,0,10,172,5,0,67,1,0,41,18,65,1,0,5,4,21,0,8,41,28,19,22,22,7,8,0,7,0,34,7,1,0,38,63,0,0,0,5,7,33,4,41,8,22,22,1,1,23,www.foxsportswest.com
Text0684,http://www.nba.com/pistons/features/blaha_110209.html,1,985,57,12,15,111,2,29,95,52,1,6,0,18,145,6,0,43,1,4,67,6,65,1,1,5,1,27,1,7,20,14,14,48,35,0,6,0,6,0,39,0,1,0,51,41,0,0,0,7,13,44,9,20,7,35,48,1,1,17,www.nba.com
Text0685,http://www.nba.com/pistons/features/blaha_130110.html,1,1043,61,25,11,110,2,26,112,70,0,4,0,18,167,0,0,43,0,4,66,7,80,1,0,4,1,28,0,5,26,16,13,36,43,2,11,1,5,0,39,0,0,0,45,41,0,2,0,16,8,37,5,26,5,43,36,1,1,22,www.nba.com
Text0686,http://www.bbc.co.uk/sport/0/cycling/21541506,0,824,46,10,23,80,2,2,103,69,2,3,0,2,197,8,0,44,0,0,24,24,28,2,0,5,3,17,0,3,35,18,20,9,23,3,8,1,2,0,21,6,2,0,35,26,0,1,0,2,0,39,7,35,3,23,9,1,1,21,www.bbc.co.uk
Text0687,http://www.nba.com/pistons/features/blaha_130207.html,1,956,47,23,10,94,5,26,100,61,2,3,0,17,156,3,0,44,3,2,72,13,60,1,0,4,0,33,0,8,23,11,9,25,41,1,7,0,7,0,36,0,0,0,46,26,0,1,0,1,17,53,6,23,8,41,25,1,1,19,www.nba.com
Text0688,http://www.nba.com/pistons/features/truebluepistons_130303.html,1,1073,66,16,49,127,0,27,109,71,6,5,0,5,182,3,0,58,0,0,53,9,36,1,0,3,3,27,0,2,64,23,19,24,41,6,3,0,8,0,42,0,0,0,54,42,0,0,0,15,3,33,12,64,2,41,24,1,1,18,www.nba.com
Text0689,http://www.tennis.com/pro-game/2013/01/dude-you-can-do/46146/,1,1317,70,37,25,119,2,26,140,66,5,5,0,13,215,2,0,51,0,10,70,22,95,3,0,12,0,30,0,6,101,21,25,14,22,1,10,0,6,0,47,0,0,0,65,82,3,1,0,8,6,50,13,101,6,22,14,1,1,21,www.tennis.com
Text0690,http://worldsport.blogs.cnn.com/2013/01/11/how-can-l-a-lakers-rescue-losing-season/,1,580,41,12,10,73,4,9,47,35,1,1,0,12,114,4,0,26,0,1,16,6,39,1,0,0,0,15,0,8,15,5,13,14,18,4,5,0,6,0,13,0,3,0,34,27,2,5,0,11,3,4,3,15,8,18,14,1,1,14,worldsport.blogs.cnn.com
Text0691,http://msn.foxsports.com/mlb/story/can-pittsburgh-pirates-end-20-year-streak-of-losing-seasons-andrew-mccutchen-pedro-alvarez-aj-burnett-clint-hurdle-021913,1,1639,102,42,57,180,2,16,156,120,5,7,0,18,319,11,0,95,0,20,61,24,60,0,1,1,0,36,0,27,52,24,23,33,45,3,7,0,7,0,37,0,8,0,107,70,2,9,0,18,9,30,13,52,27,45,33,1,1,15,msn.foxsports.com
Text0692,http://uk.eurosport.yahoo.com/news/premier-league-paper-round-city-make-moves-sign-083725022.html,0,388,16,3,10,32,0,22,37,23,0,0,0,5,116,0,0,16,0,0,5,6,10,0,0,3,2,14,0,1,2,11,17,6,18,0,0,0,1,0,7,9,0,0,25,3,0,1,0,0,0,11,0,2,1,18,6,1,1,14,uk.eurosport.yahoo.com
Text0693,http://uk.eurosport.yahoo.com/blogs/pitchside-europe/search-europe-greatest-stadium-201902267.html,1,1096,58,13,51,116,1,7,126,90,12,12,0,8,220,2,0,77,0,0,20,10,48,0,1,2,0,18,0,4,26,16,31,19,29,10,3,0,5,0,35,2,2,0,47,71,1,1,0,0,1,10,25,26,4,29,19,1,1,21,uk.eurosport.yahoo.com
Text0694,"http://www.skysports.com/opinion/story/0,25212,15205_7721120,00.html",1,922,65,19,10,71,2,32,94,49,0,0,0,15,163,2,0,35,3,0,62,12,78,0,0,8,0,22,0,17,33,18,18,37,26,1,5,0,9,0,36,1,7,1,47,12,0,1,0,5,4,40,0,33,17,26,37,0,1,16,www.skysports.com
Text0695,"http://www.skysports.com/opinion/story/0,25212,12087_8304752,00.html",1,1423,89,22,45,147,1,28,214,94,15,5,0,18,271,12,0,110,0,0,40,21,59,7,0,5,0,30,0,16,40,23,28,28,34,6,3,0,8,0,37,4,7,0,37,26,0,2,0,3,7,35,27,40,16,34,28,1,1,23,www.skysports.com
